PROJECT,Discipline,Group Type,Hours,Employee GEN,End of Week
792462G2,Structural B&I,Engineering,15.0,000210681,2024-12-20
792462G2,Structural B&I,Engineering,4.5,000210681,2025-01-03
792462G2,Structural B&I,Engineering,35.5,000210681,2025-01-31
792462G2,Building Mechanical,Engineering,12.0,000213378,2024-10-25
792462G2,Building Mechanical,Engineering,17.0,000213378,2024-11-22
792462G2,Building Mechanical,Engineering,23.0,000213378,2025-01-10
792462G2,Building Mechanical,Engineering,19.0,000213378,2025-01-17
792462G2,Building Mechanical,Engineering,26.0,000213378,2025-01-24
792462G2,Building Mechanical,Engineering,37.5,000218249,2024-10-18
792462G2,Building Mechanical,Engineering,37.0,000218249,2024-10-25
792462G2,Building Mechanical,Engineering,35.5,000218249,2024-11-01
792462G2,Building Mechanical,Engineering,35.0,000218249,2024-11-08
792462G2,Building Mechanical,Engineering,29.5,000218249,2024-11-15
792462G2,Building Mechanical,Engineering,39.0,000218249,2024-11-22
792462G2,Building Mechanical,Engineering,38.0,000218249,2024-11-29
792462G2,Building Mechanical,Engineering,40.0,000218249,2024-12-06
792462G2,Building Mechanical,Engineering,39.5,000218249,2024-12-13
792462G2,Building Mechanical,Engineering,35.5,000218249,2024-12-20
792462G2,Building Mechanical,Engineering,23.0,000218249,2025-01-10
792462G2,Building Mechanical,Engineering,37.0,000218249,2025-01-17
792462G2,Building Mechanical,Engineering,38.0,000218249,2025-01-24
792462G2,Building Mechanical,Engineering,39.5,000218249,2025-01-31
792462G2,Project Services,Non Engineering,0.5,000227421,2024-11-15
792462G2,Project Services,Non Engineering,7.0,000227421,2024-11-22
792462G2,Project Services,Non Engineering,12.5,000227421,2024-11-29
792462G2,Project Services,Non Engineering,14.0,000227421,2024-12-06
792462G2,Project Services,Non Engineering,15.5,000227421,2024-12-13
792462G2,Project Services,Non Engineering,10.5,000227421,2024-12-20
792462G2,Project Services,Non Engineering,7.5,000227421,2025-01-03
792462G2,Project Services,Non Engineering,12.5,000227421,2025-01-10
792462G2,Project Services,Non Engineering,18.0,000227421,2025-01-17
792462G2,Project Services,Non Engineering,12.0,000227421,2025-01-24
792462G2,Project Services,Non Engineering,8.0,000227421,2025-01-31
792462G2,Civil Regulated Water,Engineering,14.5,000228075,2024-10-18
792462G2,Civil Regulated Water,Engineering,40.0,000228075,2024-10-25
792462G2,Civil Regulated Water,Engineering,29.0,000228075,2024-11-01
792462G2,Civil Regulated Water,Engineering,34.0,000228075,2024-11-08
792462G2,Civil Regulated Water,Engineering,31.5,000228075,2024-11-15
792462G2,Civil Regulated Water,Engineering,40.0,000228075,2024-11-22
792462G2,Civil Regulated Water,Engineering,40.0,000228075,2024-11-29
792462G2,Civil Regulated Water,Engineering,40.0,000228075,2024-12-06
792462G2,Civil Regulated Water,Engineering,40.0,000228075,2024-12-13
792462G2,Civil Regulated Water,Engineering,39.0,000228075,2024-12-20
792462G2,Building Mechanical,Engineering,20.5,000228083,2024-10-18
792462G2,Building Mechanical,Engineering,34.0,000228083,2024-10-25
792462G2,Building Mechanical,Engineering,24.5,000228083,2024-11-01
792462G2,Building Mechanical,Engineering,31.5,000228083,2024-11-08
792462G2,Building Mechanical,Engineering,31.5,000228083,2024-11-15
792462G2,Building Mechanical,Engineering,40.0,000228083,2024-11-22
792462G2,Building Mechanical,Engineering,40.0,000228083,2024-11-29
792462G2,Building Mechanical,Engineering,31.5,000228083,2024-12-06
792462G2,Building Mechanical,Engineering,40.0,000228083,2024-12-13
792462G2,Building Mechanical,Engineering,39.0,000228083,2024-12-20
792462G2,Building Mechanical,Engineering,14.5,000228083,2025-01-03
792462G2,Building Mechanical,Engineering,1.5,000253364,2024-11-15
792462G2,Building Mechanical,Engineering,36.0,000253364,2024-11-22
792462G2,Building Mechanical,Engineering,30.0,000253364,2024-11-29
792462G2,Building Mechanical,Engineering,31.0,000253364,2024-12-06
792462G2,Building Mechanical,Engineering,4.5,000259101,2024-10-18
792462G2,Building Mechanical,Engineering,22.0,000259101,2024-10-25
792462G2,Structural AF,Engineering,23.0,000261226,2024-11-08
792462G2,Structural AF,Engineering,31.5,000261226,2024-11-15
792462G2,Structural AF,Engineering,40.0,000261226,2024-11-22
792462G2,Structural AF,Engineering,40.0,000261226,2024-11-29
792462G2,Structural AF,Engineering,8.5,000261226,2024-12-06
792462G2,Structural AF,Engineering,40.0,000261226,2024-12-13
792462G2,Structural AF,Engineering,34.0,000261226,2024-12-20
792462G2,Structural AF,Engineering,31.5,000261226,2025-01-31
792462G2,Structural B&I,Engineering,8.5,000263530,2024-12-20
792462G2,Structural AF,Engineering,9.5,000264168,2024-12-20
79246903,Structural AF,Engineering,31.5,000160877,2024-10-04
79246903,Structural AF,Engineering,5.0,000160877,2024-11-01
79246903,Structural AF,Engineering,20.0,000160877,2024-11-08
79246903,Structural AF,Engineering,4.0,000160877,2024-11-15
79246903,Structural AF,Engineering,4.0,000160877,2024-11-22
79246903,Structural AF,Engineering,3.5,000160877,2024-11-29
79246903,Structural AF,Engineering,5.0,000160877,2024-12-06
79246903,Structural AF,Engineering,4.0,000160877,2024-12-20
79246903,Structural AF,Engineering,-4.0,000160877,2025-01-10
79246903,Instrumentation & Controls,Engineering,25.0,000161542,2024-11-22
79246903,Instrumentation & Controls,Engineering,35.5,000161542,2024-11-29
79246903,Instrumentation & Controls,Engineering,36.0,000161542,2024-12-06
79246903,Instrumentation & Controls,Engineering,27.0,000161542,2024-12-13
79246903,Instrumentation & Controls,Engineering,-27.0,000161542,2024-12-20
79246903,Instrumentation & Controls,Engineering,18.0,000221046,2024-11-22
79246903,Instrumentation & Controls,Engineering,40.0,000221046,2024-11-29
79246903,Instrumentation & Controls,Engineering,40.0,000221046,2024-12-06
79246903,Instrumentation & Controls,Engineering,40.0,000221046,2024-12-13
79246903,Instrumentation & Controls,Engineering,-40.0,000221046,2024-12-20
79246904,Structural AF,Engineering,4.0,000160877,2025-01-10
79246904,Instrumentation & Controls,Engineering,58.0,000161542,2024-12-20
79246904,Instrumentation & Controls,Engineering,19.0,000161542,2025-01-10
79246904,Instrumentation & Controls,Engineering,22.0,000161542,2025-01-17
79246904,Instrumentation & Controls,Engineering,79.0,000221046,2024-12-20
79246904,Instrumentation & Controls,Engineering,8.5,000221046,2024-12-27
79246904,Instrumentation & Controls,Engineering,31.5,000221046,2025-01-10
79246904,Instrumentation & Controls,Engineering,25.5,000221046,2025-01-17
79248700,Building Mechanical,Engineering,-34.0,000262315,2024-10-25
79249002,Civil WCM,Engineering,17.0,000185430,2024-10-25
79249002,Civil WCM,Engineering,-6.0,000185430,2024-11-01
79249005,Civil WCM,Engineering,15.0,000226824,2024-11-01
79249005,Civil WCM,Engineering,-15.0,000226824,2024-11-08
79249006,Structural AF,Engineering,28.0,000160877,2024-11-22
79249006,Structural AF,Engineering,30.5,000160877,2024-11-29
79249006,Structural AF,Engineering,34.0,000160877,2024-12-06
79249006,Structural AF,Engineering,31.5,000160877,2024-12-13
79249006,Structural AF,Engineering,35.0,000160877,2024-12-20
79249006,Structural AF,Engineering,31.5,000160877,2025-01-10
79249006,Structural AF,Engineering,35.0,000160877,2025-01-17
79249006,Structural AF,Engineering,40.0,000160877,2025-01-24
79249006,Structural AF,Engineering,40.0,000160877,2025-01-31
79249006,Structural AF,Engineering,40.0,000160877,2025-02-07
79249006,Civil WCM,Engineering,9.0,000185430,2024-11-01
79249006,Civil WCM,Engineering,15.0,000185430,2024-11-08
79249006,Civil WCM,Engineering,10.0,000185430,2024-11-15
79249006,Civil WCM,Engineering,13.0,000185430,2024-11-22
79249006,Civil WCM,Engineering,26.0,000185430,2024-11-29
79249006,Civil WCM,Engineering,34.0,000185430,2024-12-06
79249006,Civil WCM,Engineering,31.5,000185430,2024-12-13
79249006,Civil WCM,Engineering,37.5,000185430,2024-12-20
79249006,Civil WCM,Engineering,8.5,000185430,2024-12-27
79249006,Civil WCM,Engineering,14.5,000185430,2025-01-03
79249006,Civil WCM,Engineering,30.5,000185430,2025-01-10
79249006,Civil WCM,Engineering,34.0,000185430,2025-01-17
79249006,Civil WCM,Engineering,33.0,000185430,2025-01-24
79249006,Civil WCM,Engineering,23.0,000185430,2025-01-31
79249006,Civil WCM,Engineering,37.5,000185430,2025-02-07
79249006,Environmental - C&ES,Engineering,1.5,000200569,2025-01-10
79249006,Environmental - C&ES,Engineering,2.5,000200569,2025-01-17
79249006,Environmental - C&ES,Engineering,6.0,000200569,2025-01-24
79249006,Environmental - C&ES,Engineering,8.0,000200569,2025-01-31
79249006,Building Mechanical,Engineering,28.5,000218449,2024-11-08
79249006,Building Mechanical,Engineering,29.5,000218449,2024-11-15
79249006,Building Mechanical,Engineering,35.0,000218449,2024-11-22
79249006,Building Mechanical,Engineering,39.0,000218449,2024-11-29
79249006,Building Mechanical,Engineering,8.5,000218449,2024-12-06
79249006,Building Mechanical,Engineering,40.5,000218449,2024-12-13
79249006,Building Mechanical,Engineering,37.0,000218449,2024-12-20
79249006,Building Mechanical,Engineering,31.5,000218449,2025-01-10
79249006,Building Mechanical,Engineering,38.0,000218449,2025-01-17
79249006,Building Mechanical,Engineering,30.5,000218449,2025-01-24
79249006,Building Mechanical,Engineering,30.5,000218449,2025-01-31
79249006,Building Mechanical,Engineering,39.0,000218449,2025-02-07
79249006,Architectural,Engineering,25.5,000222387,2024-11-01
79249006,Architectural,Engineering,31.5,000222387,2024-11-15
79249006,Architectural,Engineering,74.0,000222387,2024-11-29
79249006,Architectural,Engineering,40.0,000222387,2024-12-06
79249006,Architectural,Engineering,40.0,000222387,2024-12-13
79249006,Architectural,Engineering,39.0,000222387,2024-12-20
79249006,Architectural,Engineering,31.5,000222387,2025-01-10
79249006,Architectural,Engineering,31.5,000222387,2025-01-17
79249006,Architectural,Engineering,40.0,000222387,2025-01-24
79249006,Architectural,Engineering,40.0,000222387,2025-01-31
79249006,Architectural,Engineering,40.0,000222387,2025-02-07
79249006,Environmental - C&ES,Engineering,6.5,000222403,2025-01-10
79249006,Environmental - C&ES,Engineering,22.0,000222403,2025-01-17
79249006,Environmental - C&ES,Engineering,15.0,000222403,2025-01-24
79249006,Environmental - C&ES,Engineering,15.0,000222403,2025-01-31
79249006,Environmental - C&ES,Engineering,7.0,000222403,2025-02-07
79249006,Civil Regulated Water,Engineering,6.0,000228075,2025-01-17
79249006,Civil Regulated Water,Engineering,40.0,000228075,2025-01-24
79249006,Civil Regulated Water,Engineering,40.0,000228075,2025-01-31
79249006,Civil Regulated Water,Engineering,22.0,000228075,2025-02-07
79249006,Environmental - C&ES,Engineering,3.0,000233513,2024-12-20
79249006,Environmental - C&ES,Engineering,35.5,000233513,2025-01-17
79249006,Environmental - C&ES,Engineering,15.0,000233513,2025-01-24
79249006,Environmental - C&ES,Engineering,22.0,000233513,2025-01-31
79249006,Environmental - C&ES,Engineering,13.0,000233513,2025-02-07
79249006,Building Mechanical,Engineering,14.5,000234775,2025-02-07
79249006,Building Mechanical,Engineering,13.5,000235957,2024-11-08
79249006,Building Mechanical,Engineering,6.0,000235957,2024-11-15
79249006,Building Mechanical,Engineering,10.0,000235957,2024-11-22
79249006,Building Mechanical,Engineering,7.5,000235957,2024-11-29
79249006,Building Mechanical,Engineering,8.5,000235957,2024-12-13
79249006,Building Mechanical,Engineering,8.5,000235957,2024-12-20
79249006,Building Mechanical,Engineering,31.5,000235957,2025-01-10
79249006,Building Mechanical,Engineering,37.5,000235957,2025-01-17
79249006,Building Mechanical,Engineering,40.0,000235957,2025-01-24
79249006,Building Mechanical,Engineering,40.0,000235957,2025-01-31
79249006,Building Mechanical,Engineering,39.5,000235957,2025-02-07
79249006,Instrumentation & Controls,Engineering,23.0,000255718,2024-11-22
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2024-11-29
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2024-12-06
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2024-12-13
79249006,Instrumentation & Controls,Engineering,35.0,000255718,2024-12-20
79249006,Instrumentation & Controls,Engineering,31.5,000255718,2025-01-10
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2025-01-17
79249006,Instrumentation & Controls,Engineering,25.5,000255718,2025-01-24
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2025-01-31
79249006,Instrumentation & Controls,Engineering,40.0,000255718,2025-02-07
79249006,Building Mechanical,Engineering,22.0,000259101,2025-01-10
79249006,Building Mechanical,Engineering,24.0,000259101,2025-01-17
79249006,Building Mechanical,Engineering,37.5,000259101,2025-01-24
79249006,Building Mechanical,Engineering,35.0,000259101,2025-01-31
79249006,Building Mechanical,Engineering,34.0,000259101,2025-02-07
79249007,Project Services,Non Engineering,2.5,000259092,2024-11-22
79249007,Project Services,Non Engineering,2.0,000259092,2025-01-31
79250200,Building Mechanical,Engineering,2.5,000215261,2025-02-07
79250200,Building Mechanical,Engineering,6.0,000259101,2024-10-25
79250200,Building Mechanical,Engineering,24.0,000259101,2024-11-01
79250200,Building Mechanical,Engineering,20.0,000259101,2024-11-08
79250200,Building Mechanical,Engineering,1.0,000259101,2024-11-15
79250200,Building Mechanical,Engineering,20.0,000259101,2024-11-22
79250200,Building Mechanical,Engineering,1.0,000259101,2024-11-29
79250200,Building Mechanical,Engineering,8.0,000259101,2024-12-06
79250200,Building Mechanical,Engineering,6.0,000259101,2024-12-13
79250200,Building Mechanical,Engineering,5.5,000259101,2024-12-20
79250200,Building Mechanical,Engineering,14.5,000259101,2025-01-03
79250200,Building Mechanical,Engineering,9.5,000259101,2025-01-10
79250200,Building Mechanical,Engineering,16.0,000259101,2025-01-17
79250200,Building Mechanical,Engineering,2.5,000259101,2025-01-24
79250200,Building Mechanical,Engineering,1.0,000259101,2025-01-31
79250200,Building Mechanical,Engineering,6.0,000259101,2025-02-07
79250200,Building Mechanical,Engineering,34.0,000262315,2024-10-25
79250200,Building Mechanical,Engineering,35.0,000262315,2025-01-17
79250200,Building Mechanical,Engineering,40.0,000262315,2025-01-24
79250200,Building Mechanical,Engineering,40.0,000262315,2025-01-31
79250200,Building Mechanical,Engineering,39.0,000262315,2025-02-07
79250900,Instrumentation & Controls,Engineering,23.0,000219824,2024-11-22
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2024-11-29
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2024-12-06
79250900,Instrumentation & Controls,Engineering,43.0,000219824,2024-12-13
79250900,Instrumentation & Controls,Engineering,39.0,000219824,2024-12-20
79250900,Instrumentation & Controls,Engineering,31.5,000219824,2025-01-10
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2025-01-17
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2025-01-24
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2025-01-31
79250900,Instrumentation & Controls,Engineering,40.0,000219824,2025-02-07
79250900,Architectural,Engineering,40.0,000220361,2024-11-08
79250900,Architectural,Engineering,31.5,000220361,2024-11-15
79250900,Architectural,Engineering,40.0,000220361,2024-11-22
79250900,Architectural,Engineering,40.0,000220361,2024-11-29
79250900,Architectural,Engineering,40.0,000220361,2024-12-06
79250900,Architectural,Engineering,40.0,000220361,2024-12-13
79250900,Architectural,Engineering,39.0,000220361,2024-12-20
79250900,Architectural,Engineering,31.5,000220361,2025-01-10
79250900,Architectural,Engineering,40.0,000220361,2025-01-17
79250900,Architectural,Engineering,40.0,000220361,2025-01-24
79250900,Architectural,Engineering,40.0,000220361,2025-01-31
79250900,Architectural,Engineering,40.0,000220361,2025-02-07
79250900,Civil WCM,Engineering,55.0,000226824,2024-11-08
79250900,Civil WCM,Engineering,25.5,000226824,2024-11-15
79250900,Civil WCM,Engineering,38.5,000226824,2024-11-22
79250900,Civil WCM,Engineering,40.0,000226824,2024-11-29
79250900,Civil WCM,Engineering,40.0,000226824,2024-12-06
79250900,Civil WCM,Engineering,40.0,000226824,2024-12-13
79250900,Civil WCM,Engineering,39.0,000226824,2024-12-20
79250900,Civil WCM,Engineering,8.5,000226824,2024-12-27
79250900,Civil WCM,Engineering,31.5,000226824,2025-01-10
79250900,Civil WCM,Engineering,38.0,000226824,2025-01-17
79250900,Civil WCM,Engineering,40.0,000226824,2025-01-24
79250900,Civil WCM,Engineering,40.0,000226824,2025-01-31
79250900,Civil WCM,Engineering,40.0,000226824,2025-02-07
79250900,Building Mechanical,Engineering,14.5,000228083,2025-01-17
79250900,Building Mechanical,Engineering,8.5,000228083,2025-01-24
79250900,Building Mechanical,Engineering,39.4,000228083,2025-01-31
79250900,Building Mechanical,Engineering,21.5,000228083,2025-02-07
79250900,Building Mechanical,Engineering,67.0,000228988,2024-11-08
79250900,Building Mechanical,Engineering,28.0,000228988,2024-11-15
79250900,Building Mechanical,Engineering,35.5,000228988,2024-11-22
79250900,Building Mechanical,Engineering,34.0,000228988,2024-11-29
